,Disease_ID,Disease_Name,Target_ID,Target_Symbol,score,evidenceCount,id
79373,Orphanet_243,"46,XX gonadal dysgenesis",ENSG00000130385,BMP15,0.8053908569070721,48.0,9210
79497,Orphanet_243,"46,XX gonadal dysgenesis",ENSG00000164404,GDF9,0.69035101992519,17.0,2661
79529,Orphanet_243,"46,XX gonadal dysgenesis",ENSG00000170820,FSHR,0.6809659813007555,124.0,2492
79552,Orphanet_243,"46,XX gonadal dysgenesis",ENSG00000175110,MRPS22,0.6149480266527051,7.0,56945
79787,Orphanet_2440,Split hand-split foot malformation,ENSG00000073282,TP63,0.7903669196708014,72.0,8626
79801,Orphanet_2440,Split hand-split foot malformation,ENSG00000105880,DLX5,0.6491527757679224,13.0,1749
79884,Orphanet_2440,Split hand-split foot malformation,ENSG00000169884,WNT10B,0.7571357929404529,30.0,7480
80017,Orphanet_2442,X-linked lymphoproliferative disease,ENSG00000101966,XIAP,0.7672810201810647,242.0,331
80440,Orphanet_2442,X-linked lymphoproliferative disease,ENSG00000183918,SH2D1A,0.7957137339499328,154.0,4068
80569,Orphanet_245,Nager syndrome,ENSG00000143368,SF3B4,0.7032724852464156,45.0,10262
80596,Orphanet_2451,Mucocutaneous venous malformations,ENSG00000120156,TEK,0.7307451521959278,16.0,7010
80628,Orphanet_247,Arrhythmogenic right ventricular dysplasia,ENSG00000046604,DSG2,0.7994790041483254,1055.0,1829
80638,Orphanet_247,Arrhythmogenic right ventricular dysplasia,ENSG00000057294,PKP2,0.8195378452154177,1100.0,5318
80686,Orphanet_247,Arrhythmogenic right ventricular dysplasia,ENSG00000096696,DSP,0.7431112252138052,2648.0,1832
80857,Orphanet_247,Arrhythmogenic right ventricular dysplasia,ENSG00000134755,DSC2,0.8094416577425638,784.0,1824
81057,Orphanet_247,Arrhythmogenic right ventricular dysplasia,ENSG00000170876,TMEM43,0.6508971913986108,544.0,79188
81080,Orphanet_247,Arrhythmogenic right ventricular dysplasia,ENSG00000173801,JUP,0.7443759625315909,778.0,3728
81150,Orphanet_247,Arrhythmogenic right ventricular dysplasia,ENSG00000198626,RYR2,0.7519487270865768,794.0,6262
81211,Orphanet_247522,Primary ciliary dyskinesia - retinitis pigmentosa,ENSG00000156313,RPGR,0.7091770477841715,19.0,6103
81744,Orphanet_247820,Ectodermal dysplasia - syndactyly syndrome,ENSG00000143217,NECTIN4,0.7364114525186543,20.0,81607
81841,Orphanet_2484,"Osteodysplasty, Melnick-Needles type",ENSG00000196924,FLNA,0.7226968019492229,1594.0,2316
82218,Orphanet_2504,Metaphyseal dysplasia - maxillary hypoplasia - brachydacty,ENSG00000124813,RUNX2,0.6650201168750892,17.0,860
82362,Orphanet_2510,Micro syndrome,ENSG00000099246,RAB18,0.7971209866141945,129.0,22931
82366,Orphanet_2510,Micro syndrome,ENSG00000115839,RAB3GAP1,0.7972867818704306,130.0,22930
82368,Orphanet_2510,Micro syndrome,ENSG00000118873,RAB3GAP2,0.7587063126993774,310.0,25782
82373,Orphanet_2510,Micro syndrome,ENSG00000125875,TBC1D20,0.7595841820633574,22.0,128637
82408,Orphanet_251262,Familial osteochondritis dissecans,ENSG00000157766,ACAN,0.7355787007814382,112.0,176
82545,Orphanet_251279,Microphthalmia - retinitis pigmentosa - foveoschisis - optic disc drusen,ENSG00000235718,MFRP,0.7652010734276332,452.0,83552
82666,Orphanet_2514,Autosomal dominant microcephaly,ENSG00000130226,DPP6,0.6665417602158543,24.0,1804
82672,Orphanet_2514,Autosomal dominant microcephaly,ENSG00000163625,WDFY3,0.6408262769067414,40.0,23001
82873,Orphanet_252202,Constitutional mismatch repair deficiency syndrome,ENSG00000076242,MLH1,0.6335467792293581,12.0,4292
82874,Orphanet_252202,Constitutional mismatch repair deficiency syndrome,ENSG00000095002,MSH2,0.6960950910437422,58.0,4436
82879,Orphanet_252202,Constitutional mismatch repair deficiency syndrome,ENSG00000116062,MSH6,0.7125214486320346,67.0,2956
82883,Orphanet_252202,Constitutional mismatch repair deficiency syndrome,ENSG00000122512,PMS2,0.7404292796234072,74.0,5395
82918,Orphanet_2523,Microcephaly - brain defect - spasticity - hypernatremia,ENSG00000113555,PCDH12,0.7601219226581537,38.0,51294
82983,Orphanet_2542,Isolated anophthalmia - microphthalmia,ENSG00000119614,VSX2,0.7406947219964624,250.0,338917
83005,Orphanet_2542,Isolated anophthalmia - microphthalmia,ENSG00000156466,GDF6,0.7116203137933622,192.0,392255
83031,Orphanet_2542,Isolated anophthalmia - microphthalmia,ENSG00000184254,ALDH1A3,0.6962612027759902,33.0,220
83045,Orphanet_2542,Isolated anophthalmia - microphthalmia,ENSG00000237412,PRSS56,0.7761144226678909,65.0,646960
83261,Orphanet_2543,Microphthalmia - cataract,ENSG00000184302,SIX6,0.7261038397401902,17.0,4990
83299,Orphanet_254334,Autosomal recessive intermediate Charcot-Marie-Tooth disease type B,ENSG00000065427,KARS1,0.6142665459950931,12.0,3735
83510,Orphanet_2542,Isolated anophthalmia - microphthalmia,ENSG00000134438,RAX,0.713352642487638,105.0,30062
83521,Orphanet_17,Fatal infantile lactic acidosis with methylmalonic aciduria,ENSG00000163541,SUCLG1,0.7846267223051338,153.0,8802
83680,Orphanet_170,Woolly hair,ENSG00000139679,LPAR6,0.6826961204592408,7.0,10161
83745,Orphanet_170,Woolly hair,ENSG00000163898,LIPH,0.6549560581604817,11.0,200879
83840,Orphanet_170,Woolly hair,ENSG00000204897,KRT25,0.6476162338214834,31.0,147183
83899,Orphanet_171445,Muscle filaminopathy,ENSG00000128591,FLNC,0.7641667491051575,3033.0,2318
84079,Orphanet_171629,Autosomal recessive spastic paraplegia type 35,ENSG00000103089,FA2H,0.7990935808092946,121.0,79152
84197,Orphanet_171723,White sponge nevus,ENSG00000170477,KRT4,0.6395028314311446,93.0,3851
84328,Orphanet_171848,Polyneuropathy - hearing loss - ataxia - retinitis pigmentosa - cataract,ENSG00000100997,ABHD12,0.8074783086792057,93.0,26090
84418,Orphanet_171863,Autosomal dominant spastic paraplegia type 42,ENSG00000169359,SLC33A1,0.6219810642433905,11.0,9197
84441,Orphanet_171871,Renal pseudohypoaldosteronism type 1,ENSG00000151623,NR3C2,0.7549046950356079,187.0,4306
84462,Orphanet_171876,Generalized pseudohypoaldosteronism type 1,ENSG00000111319,SCNN1A,0.7611998077524567,125.0,6337
84480,Orphanet_171876,Generalized pseudohypoaldosteronism type 1,ENSG00000166828,SCNN1G,0.6857980298821345,93.0,6340
84481,Orphanet_171876,Generalized pseudohypoaldosteronism type 1,ENSG00000168447,SCNN1B,0.7487467611472726,97.0,6338
84703,Orphanet_174,"Metaphyseal chondrodysplasia, Schmid type",ENSG00000123500,COL10A1,0.8187564144945689,153.0,1300
84981,Orphanet_1764,Familial dysautonomia,ENSG00000070061,ELP1,0.7909917647963003,785.0,8518
85208,Orphanet_1766,Dysequilibrium syndrome,ENSG00000132932,ATP8A2,0.7645319187821255,61.0,51761
85237,Orphanet_1766,Dysequilibrium syndrome,ENSG00000147852,VLDLR,0.793805395626882,139.0,7436
85286,Orphanet_1766,Dysequilibrium syndrome,ENSG00000167716,WDR81,0.7677227133076222,49.0,124997
85310,Orphanet_1766,Dysequilibrium syndrome,ENSG00000178538,CA8,0.7485277586975212,23.0,767
85494,Orphanet_178333,Åland Islands eye disease,ENSG00000102001,CACNA1F,0.6873611674659502,26.0,778
86161,Orphanet_178389,Osteopetrosis - hypogammaglobulinemia,ENSG00000141655,TNFRSF11A,0.7311777942442155,104.0,8792
86298,Orphanet_178464,Hereditary proximal myopathy with early respiratory failure,ENSG00000155657,TTN,0.7465521154593073,3470.0,7273
86611,Orphanet_182050,MYH9-related disease,ENSG00000100345,MYH9,0.8181938488744938,464.0,4627
86684,Orphanet_183506,Genetic central nervous system malformation,ENSG00000068796,KIF2A,0.7331647939245993,20.0,3796
86723,Orphanet_183506,Genetic central nervous system malformation,ENSG00000131462,TUBG1,0.7301122372178365,18.0,7283
86730,Orphanet_183506,Genetic central nervous system malformation,ENSG00000137267,TUBB2A,0.7848012598775843,38.0,7280
86763,Orphanet_183506,Genetic central nervous system malformation,ENSG00000168280,KIF5C,0.76672796023388,23.0,3800
86791,Orphanet_183506,Genetic central nervous system malformation,ENSG00000196230,TUBB,0.7586914060819175,27.0,203068
86803,Orphanet_183518,Rare hereditary ataxia,ENSG00000132932,ATP8A2,0.6337267897135177,7.0,51761
86807,Orphanet_183518,Rare hereditary ataxia,ENSG00000178538,CA8,0.6832848502731093,9.0,767
86860,Orphanet_183539,Genetic renal or urinary tract malformation,ENSG00000133059,DSTYK,0.6121166343215374,6.0,25778
87075,Orphanet_183678,Hermansky-Pudlak syndrome with neutropenia,ENSG00000132842,AP3B1,0.6873960654023313,16.0,8546
87232,Orphanet_1856,Spondyloperipheral dysplasia - short ulna,ENSG00000139219,COL2A1,0.6479840530828609,51.0,1280
87280,Orphanet_1865,"Dyssegmental dysplasia, Silverman-Handmaker type",ENSG00000142798,HSPG2,0.7381341749336531,546.0,3339
87307,Orphanet_1871,Progressive cone dystrophy,ENSG00000048545,GUCA1A,0.6851538264928939,8.0,2978
87331,Orphanet_1871,Progressive cone dystrophy,ENSG00000095464,PDE6C,0.6921891268173834,9.0,5146
87555,Orphanet_1871,Progressive cone dystrophy,ENSG00000290147,GUCA1ANB-GUCA1A,0.6416316921609406,6.0,118142757
87561,Orphanet_1872,Cone rod dystrophy,ENSG00000007062,PROM1,0.7219357954874763,180.0,8842
87578,Orphanet_1872,Cone rod dystrophy,ENSG00000048545,GUCA1A,0.7469394659356761,76.0,2978
87620,Orphanet_1872,Cone rod dystrophy,ENSG00000092200,RPGRIP1,0.7972940711998052,723.0,57096
87624,Orphanet_1872,Cone rod dystrophy,ENSG00000095464,PDE6C,0.7713538739419525,102.0,5146
87635,Orphanet_1872,Cone rod dystrophy,ENSG00000102001,CACNA1F,0.7264036565542044,89.0,778
87654,Orphanet_1872,Cone rod dystrophy,ENSG00000105392,CRX,0.7696743289720341,415.0,1406
87685,Orphanet_1872,Cone rod dystrophy,ENSG00000112619,PRPH2,0.6284841246218326,160.0,5961
87720,Orphanet_1872,Cone rod dystrophy,ENSG00000119685,TTLL5,0.696596488028756,25.0,23093
87755,Orphanet_1872,Cone rod dystrophy,ENSG00000129221,AIPL1,0.6696255761259227,24.0,23746
87767,Orphanet_1872,Cone rod dystrophy,ENSG00000132518,GUCY2D,0.7760251710235773,683.0,3000
87811,Orphanet_1872,Cone rod dystrophy,ENSG00000139323,POC1B,0.7384597140966095,23.0,282809
87840,Orphanet_1872,Cone rod dystrophy,ENSG00000148019,CEP78,0.6316844810323795,27.0,84131
87844,Orphanet_1872,Cone rod dystrophy,ENSG00000148600,CDHR1,0.7108846606016653,179.0,92211
87852,Orphanet_1872,Cone rod dystrophy,ENSG00000151062,CACNA2D4,0.6584133775982547,201.0,93589
87867,Orphanet_1872,Cone rod dystrophy,ENSG00000156171,DRAM2,0.7120479700616749,18.0,128338
87868,Orphanet_1872,Cone rod dystrophy,ENSG00000156172,CFAP418,0.7259301189148902,94.0,157657
87869,Orphanet_1872,Cone rod dystrophy,ENSG00000156313,RPGR,0.7649218886129012,103.0,6103
87873,Orphanet_1872,Cone rod dystrophy,ENSG00000157869,RAB28,0.6966656024992318,52.0,9364
87923,Orphanet_1872,Cone rod dystrophy,ENSG00000168615,ADAM9,0.6949842772467583,92.0,8754
87947,Orphanet_1872,Cone rod dystrophy,ENSG00000173976,RAX2,0.6548606273267911,76.0,84839
88023,Orphanet_1872,Cone rod dystrophy,ENSG00000196189,SEMA4A,0.6506738444104685,104.0,64218
88042,Orphanet_1872,Cone rod dystrophy,ENSG00000198691,ABCA4,0.8292046473967136,251.0,24
88090,Orphanet_1872,Cone rod dystrophy,ENSG00000290147,GUCA1ANB-GUCA1A,0.641960207587327,7.0,118142757
88268,Orphanet_1899,"Ehlers-Danlos syndrome, arthrochalasic type",ENSG00000108821,COL1A1,0.7718923939297542,198.0,1277
88280,Orphanet_1899,"Ehlers-Danlos syndrome, arthrochalasic type",ENSG00000164692,COL1A2,0.7407523720070637,163.0,1278
88290,Orphanet_1900,"Ehlers-Danlos syndrome, kyphoscoliotic type",ENSG00000083444,PLOD1,0.8064218541357651,518.0,5351
88303,Orphanet_1930,Herpetic encephalitis,ENSG00000110057,UNC93B1,0.7071019471021606,256.0,81622
88312,Orphanet_1930,Herpetic encephalitis,ENSG00000127666,TICAM1,0.6539550081075852,254.0,148022
88324,Orphanet_1930,Herpetic encephalitis,ENSG00000164342,TLR3,0.6618060969309043,264.0,7098
88335,Orphanet_1930,Herpetic encephalitis,ENSG00000183735,TBK1,0.6595973795414468,6.0,29110
88426,Orphanet_1945,Rolandic epilepsy,ENSG00000183454,GRIN2A,0.8165599685348275,1223.0,2903
88442,Orphanet_1946,Amelo-cerebro-hypohidrotic syndrome,ENSG00000067836,ROGDI,0.7647425020166149,432.0,79641
88516,Orphanet_1947,"Progressive epilepsy - intellectual disability, Finnish type",ENSG00000182372,CLN8,0.7143103170933747,35.0,2055
88533,Orphanet_1949,Benign familial neonatal seizures,ENSG00000075043,KCNQ2,0.8431779773745846,191.0,3785
88593,Orphanet_1949,Benign familial neonatal seizures,ENSG00000184156,KCNQ3,0.7876297743431968,921.0,3786
88680,Orphanet_199241,Pulmonary capillary hemangiomatosis,ENSG00000128829,EIF2AK4,0.741339153327521,93.0,440275
88923,Orphanet_199348,Thiamine-responsive encephalopathy,ENSG00000135917,SLC19A3,0.7844544194291599,391.0,80704
89095,Orphanet_199351,Adult-onset dystonia-parkinsonism,ENSG00000184381,PLA2G6,0.8053588654356804,64.0,8398
89141,Orphanet_199354,CARASIL,ENSG00000166033,HTRA1,0.7132507561805415,51.0,5654
89144,Orphanet_1997,Blepharo-cheilo-odontic syndrome,ENSG00000039068,CDH1,0.7183446915822582,57.0,999
89179,Orphanet_1997,Blepharo-cheilo-odontic syndrome,ENSG00000198561,CTNND1,0.660409964781916,14.0,1500
89591,Orphanet_2053,Freeman-Sheldon syndrome,ENSG00000109063,MYH3,0.7732583513210559,213.0,4621
89771,Orphanet_2066,Gamma-aminobutyric acid transaminase deficiency,ENSG00000183044,ABAT,0.7521802137508349,497.0,18
89826,Orphanet_206966,Mitochondrial myopathy,ENSG00000125459,MSTO1,0.7454196049231575,17.0,55154
89923,Orphanet_206966,Mitochondrial myopathy,ENSG00000267673,FDX2,0.7507941976883966,21.0,112812
89924,Orphanet_207,Crouzon disease,ENSG00000066468,FGFR2,0.7506864632571311,30.0,2263
89995,Orphanet_2076,X-linked intellectual disability - epilepsy,ENSG00000131089,ARHGEF9,0.6938546919341866,205.0,23229
90032,Orphanet_2076,X-linked intellectual disability - epilepsy,ENSG00000165194,PCDH19,0.8116545191021968,745.0,57526
90259,Orphanet_2089,Glycogen storage disease due to hepatic glycogen synthase deficiency,ENSG00000111713,GYS2,0.7848984113384071,157.0,2998
90776,Orphanet_2098,"Acromesomelic dysplasia, Grebe type",ENSG00000125965,GDF5,0.732685161981096,64.0,8200
90924,Orphanet_209951,Autosomal recessive spastic paraplegia type 18,ENSG00000147475,ERLIN2,0.7329454540527276,15.0,11160
91149,Orphanet_210122,Congenital alveolar capillary dysplasia,ENSG00000103241,FOXF1,0.7654817391157595,71.0,2294
91244,Orphanet_210141,Inherited congenital spastic tetraplegia,ENSG00000148700,ADD3,0.6245899544171462,7.0,120
91249,Orphanet_210163,"Congenital lethal myopathy, Compton-North type",ENSG00000018236,CNTN1,0.6871359146185299,345.0,1272
91520,Orphanet_217055,Autosomal recessive intermediate Charcot-Marie-Tooth disease type A,ENSG00000104381,GDAP1,0.7590806884334984,114.0,54332
91581,Orphanet_217330,Hyperuricemia - anemia - renal failure,ENSG00000143839,REN,0.735778257901198,53.0,5972
91619,Orphanet_217335,MACS syndrome,ENSG00000132669,RIN2,0.62036686466367,21.0,54453
91795,Orphanet_217563,Neonatal acute respiratory distress with surfactant metabolism deficiency,ENSG00000167972,ABCA3,0.8160762262335182,289.0,21
91798,Orphanet_217563,Neonatal acute respiratory distress with surfactant metabolism deficiency,ENSG00000168878,SFTPB,0.6620429995169447,82.0,6439
91850,Orphanet_217587,Mitochondrial disease with hypertrophic cardiomyopathy,ENSG00000228253,MT-ATP8,0.6554909367116171,6.0,4509
92119,Orphanet_2182,Hydrocephalus with stenosis of the aqueduct of Sylvius,ENSG00000198910,L1CAM,0.8442560126770559,137.0,3897
92290,Orphanet_1377,Cataract-microcornea syndrome,ENSG00000118231,CRYGD,0.6382816952637249,184.0,1421
92306,Orphanet_1377,Cataract-microcornea syndrome,ENSG00000121634,GJA8,0.8353812498286256,192.0,2703
92477,Orphanet_1377,Cataract-microcornea syndrome,ENSG00000160202,CRYAA,0.8295984588350742,125.0,1409
92648,Orphanet_1377,Cataract-microcornea syndrome,ENSG00000244752,CRYBB2,0.757208104524768,59.0,1415
92662,Orphanet_137754,Neurological conditions associated with aminoacylase 1 deficiency,ENSG00000243989,ACY1,0.7305860675841659,33.0,95
92683,Orphanet_137783,Lethal congenital contracture syndrome type 3,ENSG00000196091,MYBPC1,0.7009562321015382,21.0,4604
92686,Orphanet_137831,X-linked intellectual disability - cerebellar hypoplasia,ENSG00000079482,OPHN1,0.7722300457437381,54.0,4983
92709,Orphanet_137898,Leukoencephalopathy with brain stem and spinal cord involvement - high lactate,ENSG00000117593,DARS2,0.8168268562263363,122.0,55157
92799,Orphanet_1387,Cataract - intellectual disability - hypogonadism,ENSG00000118873,RAB3GAP2,0.8042919000939348,351.0,25782
92852,Orphanet_1393,Cerebro-costo-mandibular syndrome,ENSG00000125835,SNRPB,0.6896546479856581,16.0,6628
92876,Orphanet_139373,Recessive hereditary methemoglobinemia type 1,ENSG00000100243,CYB5R3,0.8019385338903993,27.0,1727
92981,Orphanet_139380,Recessive hereditary methemoglobinemia type 2,ENSG00000100243,CYB5R3,0.8019385338903993,27.0,1727
93072,Orphanet_1394,Cerebro-facio-thoracic dysplasia,ENSG00000143183,TMCO1,0.7627642139644711,22.0,54499
93085,Orphanet_139441,Hypomyelination with atrophy of basal ganglia and cerebellum,ENSG00000104833,TUBB4A,0.7881638361321751,164.0,10382
93097,Orphanet_139441,Hypomyelination with atrophy of basal ganglia and cerebellum,ENSG00000120686,UFM1,0.7370392449531502,14.0,51569
93153,Orphanet_139480,Autosomal recessive spastic paraplegia type 39,ENSG00000032444,PNPLA6,0.8049259386242973,775.0,10908
93261,Orphanet_139536,Distal hereditary motor neuropathy type 5,ENSG00000068615,REEP1,0.6166510849419526,14.0,65055
93267,Orphanet_139536,Distal hereditary motor neuropathy type 5,ENSG00000106105,GARS1,0.7509345072012578,98.0,2617
93283,Orphanet_139536,Distal hereditary motor neuropathy type 5,ENSG00000168000,BSCL2,0.6755458962645101,96.0,26580
93324,Orphanet_139583,X-linked hereditary sensory and autonomic neuropathy with deafness,ENSG00000147224,PRPS1,0.6717068572230528,43.0,5631
93326,Orphanet_139583,X-linked hereditary sensory and autonomic neuropathy with deafness,ENSG00000156709,AIFM1,0.7733821952334416,38.0,9131
93718,Orphanet_140927,Benign familial neonatal-infantile seizures,ENSG00000136531,SCN2A,0.8205217011779451,1182.0,6326
93744,Orphanet_140944,CLOVE syndrome,ENSG00000121879,PIK3CA,0.7872060548830915,39.0,5290
93755,Orphanet_140952,Syndactyly - telecanthus - anogenital and renal malformations,ENSG00000262919,CCNQ,0.6287777304802743,13.0,92002
93763,Orphanet_140963,Bilateral microtia - deafness - cleft palate,ENSG00000105996,HOXA2,0.6839749633094245,45.0,3199
93981,Orphanet_1425,Desbuquois syndrome,ENSG00000103489,XYLT1,0.8081023687099058,313.0,64131
94069,Orphanet_1425,Desbuquois syndrome,ENSG00000171302,CANT1,0.811136553068255,138.0,124583
94209,Orphanet_1429,Benign familial chorea,ENSG00000136352,NKX2-1,0.7981934329394279,92.0,7080
94543,Orphanet_145,Hereditary breast and ovarian cancer syndrome,ENSG00000012048,BRCA1,0.8270148760020971,11001.0,672
94607,Orphanet_145,Hereditary breast and ovarian cancer syndrome,ENSG00000108384,RAD51C,0.7611538405020899,295.0,5889
94679,Orphanet_145,Hereditary breast and ovarian cancer syndrome,ENSG00000139618,BRCA2,0.7818928855483583,16751.0,675
94776,Orphanet_145,Hereditary breast and ovarian cancer syndrome,ENSG00000185379,RAD51D,0.7543175269664998,1038.0,5892
94826,Orphanet_1454,Joubert syndrome with hepatic defect,ENSG00000048342,CC2D2A,0.7595231818175824,70.0,57545
94835,Orphanet_1454,Joubert syndrome with hepatic defect,ENSG00000103494,RPGRIP1L,0.7533304910660769,182.0,23322
94863,Orphanet_1454,Joubert syndrome with hepatic defect,ENSG00000164953,TMEM67,0.8534101864419419,144.0,91147
94893,Orphanet_1460,Isolated CoQ-cytochrome C reductase deficiency,ENSG00000011295,TTC19,0.7670190635421748,97.0,54902
94910,Orphanet_1460,Isolated CoQ-cytochrome C reductase deficiency,ENSG00000074582,BCS1L,0.7831712142798931,23.0,617
95012,Orphanet_1460,Isolated CoQ-cytochrome C reductase deficiency,ENSG00000137288,UQCC2,0.6917657127542741,13.0,84300
95023,Orphanet_1460,Isolated CoQ-cytochrome C reductase deficiency,ENSG00000140740,UQCRC2,0.6282427007869015,14.0,7385
95049,Orphanet_1460,Isolated CoQ-cytochrome C reductase deficiency,ENSG00000156467,UQCRB,0.6852241493263549,10.0,7381
95104,Orphanet_1460,Isolated CoQ-cytochrome C reductase deficiency,ENSG00000179091,CYC1,0.7655701125241359,19.0,1537
95115,Orphanet_1460,Isolated CoQ-cytochrome C reductase deficiency,ENSG00000186687,LYRM7,0.7559715723514039,21.0,90624
95197,Orphanet_1473,Uveal coloboma - cleft lip and palate - intellectual disability,ENSG00000137693,YAP1,0.6866280161896489,17.0,10413
95228,Orphanet_1479,Atrial septal defect - atrioventricular conduction defects,ENSG00000183072,NKX2-5,0.8249331575436963,325.0,1482
95317,Orphanet_1490,Corneal dystrophy - perceptive deafness,ENSG00000088836,SLC4A11,0.6834158485703271,90.0,83959
95399,Orphanet_1496,Corpus callosum agenesis - neuronopathy,ENSG00000140199,SLC12A6,0.6633766028005615,341.0,9990
95424,Orphanet_1517,"Hypertrichotic osteochondrodysplasia, Cantu type",ENSG00000069431,ABCC9,0.8145266768843453,150.0,10060
95439,Orphanet_1517,"Hypertrichotic osteochondrodysplasia, Cantu type",ENSG00000121361,KCNJ8,0.613913203059588,6.0,3764
95457,Orphanet_1519,"Hypertelorism, Teebi type",ENSG00000100014,SPECC1L,0.7333876693919135,41.0,23384
95475,Orphanet_1520,Craniofrontonasal dysplasia,ENSG00000090776,EFNB1,0.7939020787296982,69.0,1947
95600,Orphanet_1541,"Craniosynostosis, Boston type",ENSG00000120149,MSX2,0.7303611072374583,79.0,4488
95614,Orphanet_1555,Cutis gyrata - acanthosis nigricans - craniosynostosis,ENSG00000066468,FGFR2,0.7335982487280185,161.0,2263
95778,Orphanet_1568,X-linked intellectual disability - Dandy-Walker malformation - basal ganglia disease - Seizures,ENSG00000182287,AP1S2,0.6319865753928389,12.0,8905
95784,Orphanet_1573,Hypotrichosis with juvenile macular degeneration,ENSG00000062038,CDH3,0.7532792875404615,38.0,1001
96017,Orphanet_1578,Dehydratase deficiency,ENSG00000166228,PCBD1,0.6921891268173834,9.0,5092
96120,Orphanet_158,Systemic primary carnitine deficiency,ENSG00000197375,SLC22A5,0.8649074441333333,877.0,6584
96237,Orphanet_158029,Sea-blue histiocytosis,ENSG00000130203,APOE,0.6735113010641339,14.0,348
96430,Orphanet_158681,Epidermolysis bullosa simplex with circinate migratory erythema,ENSG00000186081,KRT5,0.651134964626158,10.0,3852
96447,Orphanet_158684,Epidermolysis bullosa simplex with pyloric atresia,ENSG00000178209,PLEC,0.7323394585204213,3584.0,5339
96473,Orphanet_16,Blue cone monochromatism,ENSG00000102076,OPN1LW,0.6430481315926767,12.0,5956
96548,Orphanet_16,Blue cone monochromatism,ENSG00000268221,OPN1MW,0.6330107458552447,9.0,2652
96769,Orphanet_163684,Leukoencephalopathy - dystonia - motor neuropathy,ENSG00000116171,SCP2,0.6604101828556471,11.0,6342
97266,Orphanet_163696,Action myoclonus - renal failure syndrome,ENSG00000138760,SCARB2,0.676111838587685,77.0,950
97310,Orphanet_163721,Rolandic epilepsy - speech dyspraxia,ENSG00000183454,GRIN2A,0.726311086364967,26.0,2903
97349,Orphanet_163727,Rolandic epilepsy - paroxysmal exercise-induced dystonia - writer's cramp,ENSG00000162065,TBC1D24,0.7093807935777323,25.0,57465
97369,Orphanet_163746,Neurologic Waardenburg-Shah syndrome,ENSG00000100146,SOX10,0.7844837060518697,80.0,6663
97376,Orphanet_163937,"X-linked intellectual disability, Najm type",ENSG00000147044,CASK,0.8100587251127506,88.0,8573
97397,Orphanet_163985,Hyperekplexia - epilepsy,ENSG00000131089,ARHGEF9,0.6938546919341866,205.0,23229
97406,Orphanet_164736,Familial advanced sleep-phase syndrome,ENSG00000141551,CSNK1D,0.6218847325419248,11.0,1453
97485,Orphanet_165655,Genetic intestinal disease,ENSG00000196924,FLNA,0.7235900350093825,59.0,2316
97498,Orphanet_166035,Metaphyseal chondrodysplasia - retinitis pigmentosa,ENSG00000153015,CWC27,0.722981607273331,21.0,10283
97514,Orphanet_166078,Von Willebrand disease type 1,ENSG00000110799,VWF,0.7791847513847455,296.0,7450
97565,Orphanet_166081,Von Willebrand disease type 2,ENSG00000110799,VWF,0.785138586243077,251.0,7450
97615,Orphanet_166100,Stickler syndrome type 3,ENSG00000204248,COL11A2,0.6745468276295149,11.0,1302
97702,Orphanet_1662,Lethal restrictive dermopathy,ENSG00000084073,ZMPSTE24,0.7526739995973971,72.0,10269
97717,Orphanet_1662,Lethal restrictive dermopathy,ENSG00000160789,LMNA,0.7393492821755273,188.0,4000
98164,Orphanet_167,Chédiak-Higashi syndrome,ENSG00000143669,LYST,0.7857597966959861,1561.0,1130
98799,Orphanet_168558,"46,XY disorder of sex development - adrenal insufficiency due to CYP11A1 deficiency",ENSG00000140459,CYP11A1,0.7516008835852696,61.0,1583
98866,Orphanet_168563,"46,XY gonadal dysgenesis - motor and sensory neuropathy",ENSG00000139549,DHH,0.6309888574546302,10.0,50846
98901,Orphanet_168566,Fatal mitochondrial disease due to combined oxidative phosphorylation deficiency 3,ENSG00000123297,TSFM,0.7799735535893647,73.0,10102
98914,Orphanet_168572,Native American myopathy,ENSG00000185482,STAC3,0.704146355639867,162.0,246329
98925,Orphanet_168588,Hyperandrogenism due to cortisone reductase deficiency,ENSG00000049239,H6PD,0.6723144894171761,14.0,9563
99116,Orphanet_168593,Sudden infant death - dysgenesis of the testes,ENSG00000189241,TSPYL1,0.6620804941901098,10.0,7259
99128,Orphanet_168598,Brain demyelination due to methionine adenosyltransferase deficiency,ENSG00000151224,MAT1A,0.7904686966319264,212.0,4143
99144,Orphanet_168609,Mitochondrial non-syndromic sensorineural deafness with susceptibility to aminoglycoside exposure,ENSG00000100416,TRMU,0.66893546282932,17.0,55687
99612,Orphanet_169095,Alymphoid cystic thymic dysgenesis,ENSG00000109101,FOXN1,0.7779671068048432,383.0,8456
99951,Orphanet_169142,Recurrent infection due to specific granule deficiency,ENSG00000092067,CEBPE,0.684524986174603,20.0,1053
99993,Orphanet_169142,Recurrent infection due to specific granule deficiency,ENSG00000108604,SMARCD2,0.686995969638467,18.0,6603
100355,Orphanet_169150,Immunodeficiency due to a late component of complements deficiency,ENSG00000039537,C6,0.7215530492594535,29.0,729
100392,Orphanet_169150,Immunodeficiency due to a late component of complements deficiency,ENSG00000106804,C5,0.6839877812262687,119.0,727
100409,Orphanet_169150,Immunodeficiency due to a late component of complements deficiency,ENSG00000112936,C7,0.7586108985905468,33.0,730
